倩女幽魂手游科举答题器 科举答案大全_蚕豆网新闻
科举答案大全

2500、在明朝科举制度中，一甲进士称：|赐进士及第
4428、哪本书是志怪小说的代表作，成就最高，可以代表魏晋南北朝的志怪小说的基本风貌?|搜神记

4429、希腊神话中，潘多拉是谁用粘土做成的?|火神赫淮斯托斯

4430、日本的提招寺，又被称为唐提招寺，是唐朝高僧___所建：|鉴真

4431、帮会联赛中双方胜负有一定规则，以下不属于判定标准中任何一种的是：|参与人数

4432、修筑日本提招寺的唐朝高僧，鉴真和尚，曾经几次东渡日本?|6

4433、师门闯关中，每一关都对应着一个师门，其中的怪物也有着该师门的特点，其中逍遥观boss的特点是：|为友方加血

4434、金陵十二钗的说法源于红楼梦第五回，警幻仙子引贾宝玉阅读金陵十二钗正册，又有副册及又副册，以下属于又副册人物的是?|晴雯

4435、赔了夫人又折兵的出处和三国哪位人物有关?|周瑜

4436、下列哪座楼阁不是江南三大名楼之一?|鹤雀楼

4437、角色包裹栏有40个格位，假设都放混元金斗孔武，最多能增加多少点力量?|190

4438、笑傲江湖中，梅庄四友的老四丹青生为得什么而与令狐冲比试?|溪山行旅图

4439、泰国信奉佛教，寺庙众多，以下不属于曼谷三大名寺的是：|挈迪龙寺

4440、在倩女游戏中，参与大盗宝藏玩法，可能进入宝藏洞二层副本，以下对该副本描述错误的是：|大宝箱掉金币

4441、我国幅员广阔流域众多，时有水患，请问以下哪位人物没有治水之功?|鯀 李冰 西门豹

4442、以下哪位不是历史上的匈奴单于?|卑弥呼

4443、神曲中维吉尔象征的是：|理性 信仰 道德

4444、以下帝国中，第一个横跨欧亚非三洲的是?|波斯帝国 罗马帝国

4445、与画家米芾的芾同音的字为：|绋

4446、在四大名捕系列小说中，无情的原名是?|盛崖余

4447、三国时期，荆州被誉为兵家必争之地，请问荆州一开始是属于哪个势力的?|刘表

4448、在西方建筑风格中，以炫耀财富，使用大量贵重材料，追求新奇，标新立异，风格富丽堂皇而又新奇欢畅为特征的建筑风格是：|巴洛克风格

4449、迄今为止最早的干栏式木构建筑遗址发现于：|河姆渡文化

4450、下理传统民居各对应的分布地域不正确的是?|架空支撑的房屋-青藏高原

4451、请问选拔官吏的察举制是从以下哪个朝代开始的?|汉

4452、与战国四公子之一孟尝君有关的成语是?|高枕无忧

4453、春秋末期赵韩魏三家分晋，而促成该局面的晋国内战是哪一场战争?|晋阳之战

4454、在倩女游戏中，参与布袋和尚的玩家要保护布袋和尚化身不死，这时就可使用烂钵盂，以下描述错误的是：|使用后，布袋化身将无敌

4455、给一个面积为96平方米的家园铺设地板砖，所用地板砖的长和宽分别是60厘米和40厘米，问至少需要多少块地板砖?|400

4456、凭谁问：廉颇老矣，尚能饭否?中廉颇是战国时期哪国名将?|赵国

4457、下列作品中哪一部不是古龙陆小凤系列的?|午夜兰花

4458、北欧神话中有一条咬着自己尾巴的巨蟒，名为耶梦加得，请问这条巨蟒的身份是：|主神奥丁的侄儿

4459、劳心者治人，劳力者治于人出自谁之口?|孟子

4460、泥捏的老虎：|样子凶 两败俱伤 躲躲闪闪

4461、以下哪个城市和别称的配对是错误的?|成都-锦官城 杭州-武林 南京-广陵

4462、不属于莎士比亚四大悲剧的剧本是：|罗密欧与朱丽叶

4463、异人会使用多种元素攻击，例如大风歌等。请问异人不会使用的元素攻击是哪种?|火攻击

4464、下列不属于魏国五子良将的武将是?|曹仁

4465、三国演义中，六出祁山，诸葛亮的主要对手是谁?|司马懿

4466、成语以貌取人出自吾以言取人，失之宰之，以貌取人，失之子羽。这句话出自哪部著作?|史记

4467、三国演义中，官渡之战是曹操和下列哪一位之间的战争：|袁绍

4468、成语薄暮冥冥出处原文的上一句是?|樯倾楫摧

4469、商高宗时的圣人傅说在被高宗寻到入朝为官前是做什么工作的?|版筑

4470、风清扬的独孤九剑第9式是什么?|破气式

4471、英国巨石阵的每块巨石大约都有50吨，巨石阵的建筑年代大约是：|迄今4300年

4472、幕府是日本古代的一种政治体制，日本经历了镰仓幕府，室町幕府，江户幕府三个幕府时期，请问室町幕府的统治者是?|足利家

4473、不属于曲牌名的是：|一剪梅

4474、红楼梦开篇讲述了一个绛珠还泪的故事，颇具神话色彩。请问故事中绛珠仙草是谁的前世?|林黛玉

4475、他强由他强，清风扶山岗，他横由他横，明月照大江。请问金庸小说中的哪门武功的心法口诀?|九阳神功

4476、人中吕布，马中赤兔，吕布的赤兔马最后成了谁的坐骑?|关羽

4477、画作中开始出现城市和市民是从哪个朝代开始?|宋代 五代十国 明代

4478、蜈蚣，蟑螂，螃蟹和蜘蛛都属于节肢动物，可以通过身体的分节情况将他们分开，以下描述不对的是?|蜘蛛 螃蟹

4479、二月春风似剪刀的上半句是：|不知细叶谁裁出

4480、请个猴子去摘桃：|到不了你肚里

4481、青年歌德参加的重要文学运动是：|浪漫主义运动 狂飙突进运动

4482、果戈理所属的文学流派是：|自然派

4483、古琴有诸多流派，为浙派代表曲目的是：|潇湘水云

4484、元曲高祖还乡的作者是：|睢景臣

4485、苏轼的名作水调歌头•明月几时有与下列哪个节日有关?|中秋

4486、左传中曹刿曾对鲁庄公说：肉食者鄙，未能远谋。用肉食者来指代身居高位的统治者，请问与之相对的指代一般人民的词是哪个?|藿食者

4487、以下城市中，不曾成为波斯帝国首都的是?|君士坦丁堡 波斯波利斯 苏萨

4488、横看成岭侧成峰的下半句是：|远近高低各不同

4489、以下哪个官职不是秦王朝时期的三公之一指的是?|宰相

4490、红楼梦中描写了庞大家族中错综复杂的人物关系，以下是亲兄弟关系的一组是?|贾珠-贾宝玉 贾政-贾珍

4491、赵孟頫手书醉翁亭记为：|草书 行书 楷书

4492、叶公好龙描写的叶公是春秋时期一名贵族，他是哪国人?|楚国

4493、相思相见知何日，此时此夜难__情：|为

4494、天坛的主体建筑是：|祈年殿

4495、敬天保民，明德慎罚是周初统治阶级的基本治国方针。这两点是由哪位政治家提出的?|周公

4496、王菲幽兰操中一句歌词是文王梦熊，周文王梦到熊，预示着他会遇到：|姜太公

4497、红楼梦喜欢以花喻人，并有抽花签的故事，请问抽得牡丹花签的是谁?|薛宝钗

4498、韩熙载夜宴图有中残题，提到韩熙载的官职为：|天官侍郎

4499、被称为古希腊悲剧之父的是?|埃斯库罗斯

4500、床底下吹号:|低声下气 暗箭伤人

4501、成汤灭夏时有圣人伊尹辅佐于他，作为重要的开国功臣，商人敬称其为：|阿衡 比干 大师

4502、中国文学史上有魏晋人物晚唐诗的说法，请问三玄是指：|老子 庄子 周易

4503、东汉末年，曹操挟持天子以令诸侯。句中的天子具体指哪位皇帝?|汉献帝

4504、以下哪个金字塔不在埃及?|莫奇卡金字塔

4505、以下对于春草连生玩法，描述错误的是:|只有最后一个关卡可获得奖励

4506、阳春白雪的反义词是?|下里巴人

4507、诸葛亮一生中曾六出祁山，北伐中原，请问第一次北伐失利的主要原因是：|马谡失了街亭

4508、报时的雄鸡:|不用催

4509、长命锁也叫寄名锁，是明清挂在儿童脖子上的装饰物，按照迷信的说法，只要佩挂上这种饰物，就能辟灾去邪，锁住生命。他的历史由来可追溯到：|汉代

4510、一池三山是中国一种园林模式，以下哪个著名园林没有采用这种模式?|寿山艮岳

4511、陆小凤系列哪部是围绕黄石镇写的?|剑神一笑

4512、下列梁山好汉中，初次上梁山即入伙的是：|鲁智深

4513、以下哪个灵兽附体技能是医生一定不需要打的?|溶解-忽视冰抗

4514、梁山好汉们的绰号由来各不相同，请问以所使兵器为绰号的是：|呼延灼

4515、弓类装备可升级为神兵林暗草惊风，请问林暗草惊风是以下哪位诗人的诗句?|卢纶

4516、红楼梦中有荣国府和宁国府两家，请问第一代荣国公和宁国公的关系是：|兄弟

4517、范进中举：|喜疯了

4518、欧洲曾有一段时期被称为维京时期，因为维京海盗肆虐，请问维京的意思是：|海上冒险

4519、骈文是一种具有均衡对称之美的文体，下列哪一项不是骈文的主要特征?|比兴

4520、三国演义中，白马将军指的是哪位人物?|吕布 公孙攒

4521、我国古代最完整的建筑技术书籍是?|营造法式

4522、1247年吐蕃诸部归附大蒙古，史称：|凉州会盟

4523、孔子为什么三月不知肉滋味?|听到一段好乐曲

4524、请问在正统的道教神系中，王母娘娘和玉皇大帝的关系是?|毫无瓜葛

4525、跛脚驴子追兔子：|赶不上

4526、汉朝人吃不到以下哪种食物?|窝头

4527、梁山好汉们的绰号由来各不相同，请问以职业特点为绰号的是：|安道全

4528、美人目活动的灵嘤怪会在特定时间刷在特定场景中，但绝不会出现在：|兰若寺、黑风洞

4529、在小说天龙八部中，带头大哥的真实身份是?|玄慈大师

4530、大理国是在我国宋代，建国云南的一个少数民族国家，大理的国都是：|羊苴咩城

4531、以下哪个等级位号不存在于汉朝后宫制度中?|王后

4532、势拔五岳掩赤城的上半句是：|天姥连天向天横

4533、古代中国人将全国划分为九个区域，即所谓的九州。请问今天的敦煌属于哪个州?|兖州 雍州

4534、安徽省出产文房四宝中的三宝，请问是哪三样?|纸墨砚

4535、古代戏曲的语言不包括?|旁白

4536、所谓秘色瓷，从前人们提到它，都沿用宋代文献，出土的一批秘色瓷碗碟，才让世人知晓。|龙门石窟 隋炀帝墓 法门寺地宫

4537、湘妃竹漆面长桌是倩女里的高级家具，其用材湘妃竹更是有名的观赏竹和制作材料。而它也有很多的别名。哪个是湘妃竹的别名呢?|泪竹

4538、不少典故都寓意了三长两短，其中不相关的是：|搬家 烧香

4539、倩女家园的摆饰流云槎，其实是一件精美的木雕艺术品，是人们根据古代乘槎上天拜见牛郎织女的故事用天然树根制作出来的。请问槎的意思是?|盘碗 木筏 把手

4540、游戏中的食品地三鲜是一道由青椒、土豆、茄子做成的家常菜，巧的是这三种蔬菜在植物分类上同属一科，请问是哪一科?|茄科

4541、貔貅在中国传说中一种有口无肛的生物，但现实自然界中真的存在着有口无肛的动物，以下哪个是?|珊瑚 蚯蚓

4542、我国古代地理学有很多令人瞩目的研究成果，以下哪位古代著名的地理学家率先提出了绘制地图的原则?|裴秀

4543、各朝各代有不少父子画家，下列不是父子的画家为：|赵严-赵干

4544、文天祥诗：羯来南海上，人死乱如麻，腥浪拍心碎，飙风吹鬓华。讲的是哪个历史事件?|崖山海战

4545、钱卜巫是一种幸运币，可占卜吉凶。假设吉和凶的概率分别是60%和40%，则连出两次吉的概率是多少?|36%

4546、西游记中有很多妖怪都是神仙的坐骑或童子，以下妖怪和他的主人对应不正确的是：|比丘国国丈-南极仙翁

4547、新瓜照边秋上一句是?|晚凤迷朔气

4548、成语覆雨翻云出自贫交行：翻手作云覆手雨，纷纷轻薄何须数。这首诗的作者是?|杜甫
